distance,day,hour,timestamp
2.946237584425904,16,9,2015-09-16 09:00:00
2.7728327806726667,16,10,2015-09-16 10:00:00
2.9289385474860334,16,11,2015-09-16 11:00:00
2.8493532086912583,16,12,2015-09-16 12:00:00
2.775007907221929,16,13,2015-09-16 13:00:00
2.7024124513618677,16,14,2015-09-16 14:00:00
2.692090418913314,16,15,2015-09-16 15:00:00
2.5845032051282053,16,16,2015-09-16 16:00:00
2.4480381471389645,16,17,2015-09-16 17:00:00
2.496584362139918,16,18,2015-09-16 18:00:00
2.643658223789676,16,19,2015-09-16 19:00:00
2.7681575196008557,16,20,2015-09-16 20:00:00
3.2437017609591603,16,21,2015-09-16 21:00:00
3.2831751976695798,16,22,2015-09-16 22:00:00
3.1940754716981132,16,23,2015-09-16 23:00:00
2.869552661381653,17,0,2015-09-17 00:00:00
2.783049522154648,17,1,2015-09-17 01:00:00
2.8390983606557376,17,2,2015-09-17 02:00:00
2.9309946714031967,17,3,2015-09-17 03:00:00
3.8275221238938055,17,4,2015-09-17 04:00:00
4.677855530474041,17,5,2015-09-17 05:00:00
4.127977528089888,17,6,2015-09-17 06:00:00
3.2334310069259455,17,7,2015-09-17 07:00:00
2.88182804339092,17,8,2015-09-17 08:00:00
2.8864748784440843,17,9,2015-09-17 09:00:00
2.850417457305503,17,10,2015-09-17 10:00:00
2.9383923985618905,17,11,2015-09-17 11:00:00
2.970103842159917,17,12,2015-09-17 12:00:00
3.0575220779220778,17,13,2015-09-17 13:00:00
2.7334755847353303,17,14,2015-09-17 14:00:00
2.8577194982896237,17,15,2015-09-17 15:00:00
2.6550536838208068,17,16,2015-09-17 16:00:00
2.451339805825243,17,17,2015-09-17 17:00:00
2.4733170028818443,17,18,2015-09-17 18:00:00
2.5773943054357207,17,19,2015-09-17 19:00:00
2.6717604752970607,17,20,2015-09-17 20:00:00
2.8921187025534856,17,21,2015-09-17 21:00:00
2.957429201912468,17,22,2015-09-17 22:00:00
3.0898041566746604,17,23,2015-09-17 23:00:00
2.942235621521336,18,0,2015-09-18 00:00:00
2.7801034259857786,18,1,2015-09-18 01:00:00
2.810637381567614,18,2,2015-09-18 02:00:00
3.103337595907928,18,3,2015-09-18 03:00:00
3.4909078212290505,18,4,2015-09-18 04:00:00
4.4817816091954015,18,5,2015-09-18 05:00:00
4.347026022304833,18,6,2015-09-18 06:00:00
3.2054494382022476,18,7,2015-09-18 07:00:00
2.9841360221431397,18,8,2015-09-18 08:00:00
2.9824676409185806,18,9,2015-09-18 09:00:00
2.9340869140625,18,10,2015-09-18 10:00:00
2.994250871080139,18,11,2015-09-18 11:00:00
2.8914707520891363,18,12,2015-09-18 12:00:00
2.8452339020363238,18,13,2015-09-18 13:00:00
2.7533506493506494,18,14,2015-09-18 14:00:00
2.6717762128325506,18,15,2015-09-18 15:00:00
2.5806871247498333,18,16,2015-09-18 16:00:00
2.565249853027631,18,17,2015-09-18 17:00:00
2.5700752068187516,18,18,2015-09-18 18:00:00
2.6420226377952756,18,19,2015-09-18 19:00:00
2.739836448598131,18,20,2015-09-18 20:00:00
2.9669513127708385,18,21,2015-09-18 21:00:00
3.212617368036974,18,22,2015-09-18 22:00:00
